run_id,seed,offered_load_mbps,mobility_speed_mps,lifi_fov_deg,CPE,optical_state_rows,in_fov_fraction,zero_gain_fraction,distance_mean,distance_min,distance_max,H_LOS_mean,received_power_mean,SNR_mean,SNR_min,BER_mean,PER_mean
load5p0_speed0p5_fov70p0_seed3,3,5.0,0.5,70.0,1,84,1,0,2.610204511904762,2.269997,2.903395,7.297942095238095e-06,7.297942095238095e-05,332986221.4285714,193750300.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed3,3,5.0,0.5,70.0,2,84,1,0,2.0156234404761904,2.00002,2.067785,1.9668769404761906e-05,0.00019668769404761904,972111032.1428572,872371900.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed3,3,5.0,0.5,70.0,3,84,1,0,2.2271734404761903,2.11965,2.326377,1.324893511904762e-05,0.00013248935119047618,639420578.5714285,527092700.0,0.0,0.0
load5p0_speed3p0_fov40p0_seed1,1,5.0,3.0,40.0,1,84,0,1,4.430731428571429,3.409507,5.777578,0.0,0.0,0.0,0.0,0.5,1.0
load5p0_speed3p0_fov40p0_seed1,1,5.0,3.0,40.0,2,84,0.03571428571428571,0.9642857142857143,4.830865976190476,2.456287,6.963035,6.249719047619047e-07,6.249719047619048e-06,30699517.85714286,0.0,0.48214285714285715,0.9642857142857143
load5p0_speed3p0_fov40p0_seed1,1,5.0,3.0,40.0,3,84,0.8333333333333334,0.16666666666666666,2.42483175,2.033131,3.373744,2.0407438333333334e-05,0.00020407438333333334,1018727759.5238096,0.0,0.08333333333333333,0.16666666666666666
load5p0_speed3p0_fov40p0_seed2,2,5.0,3.0,40.0,1,84,0.15476190476190477,0.8452380952380952,3.846113321428571,2.151246,5.287537,3.5233123809523808e-06,3.523312380952381e-05,175338635.7142857,0.0,0.4226190476190476,0.8452380952380952
load5p0_speed3p0_fov40p0_seed2,2,5.0,3.0,40.0,2,84,0.2619047619047619,0.7380952380952381,4.448185321428571,2.078046,7.804927,6.370876428571429e-06,6.370876428571429e-05,317939436.9047619,0.0,0.36904761904761907,0.7380952380952381
load5p0_speed3p0_fov40p0_seed2,2,5.0,3.0,40.0,3,84,0.2261904761904762,0.7738095238095238,4.278901297619048,2.053539,8.08865,7.08637e-06,7.08637e-05,356868080.95238096,0.0,0.3869047619047619,0.7738095238095238
load5p0_speed3p0_fov40p0_seed3,3,5.0,3.0,40.0,1,84,0,1,6.173086880952381,3.174576,9.008258,0.0,0.0,0.0,0.0,0.5,1.0
load5p0_speed3p0_fov40p0_seed3,3,5.0,3.0,40.0,2,84,0.7738095238095238,0.2261904761904762,2.4645401666666666,2.00071,3.731808,2.1729957261904762e-05,0.00021729957261904762,1090381648.8095238,0.0,0.1130952380952381,0.2261904761904762
load5p0_speed3p0_fov40p0_seed3,3,5.0,3.0,40.0,3,84,0.5119047619047619,0.4880952380952381,2.7996456666666667,2.063966,4.730091,1.2609195476190477e-05,0.00012609195476190476,629582807.1428572,0.0,0.24404761904761904,0.4880952380952381
load5p0_speed3p0_fov70p0_seed1,1,5.0,3.0,70.0,1,84,1,0,4.430731428571429,3.409507,5.777578,9.942048773809524e-07,9.942048773809524e-06,26900985.07142857,3337118.0,0.0,0.0
load5p0_speed3p0_fov70p0_seed1,1,5.0,3.0,70.0,2,84,0.8333333333333334,0.16666666666666666,4.830865976190476,2.456287,6.963035,1.3127264630952382e-06,1.3127264630952381e-05,47710530.952380955,0.0,0.08333333333333333,0.16666666666666666
load5p0_speed3p0_fov70p0_seed1,1,5.0,3.0,70.0,3,84,1,0,2.42483175,2.033131,3.373744,1.0396400642857144e-05,0.00010396400642857143,492709118.5714286,92286660.0,0.0,0.0
load5p0_speed3p0_fov70p0_seed2,2,5.0,3.0,70.0,1,84,1,0,3.846113321428571,2.151246,5.287537,3.0257989964285716e-06,3.0257989964285713e-05,125802901.5,6199941.0,0.0,0.0
load5p0_speed3p0_fov70p0_seed2,2,5.0,3.0,70.0,2,84,0.6428571428571429,0.35714285714285715,4.448185321428571,2.078046,7.804927,4.213470103571429e-06,4.213470103571429e-05,192435691.2142857,0.0,0.17857142857142858,0.35714285714285715
load5p0_speed3p0_fov70p0_seed2,2,5.0,3.0,70.0,3,84,0.7380952380952381,0.2619047619047619,4.278901297619048,2.053539,8.08865,4.396738727380952e-06,4.3967387273809526e-05,201530771.98809522,0.0,0.13095238095238096,0.2619047619047619
load5p0_speed3p0_fov70p0_seed3,3,5.0,3.0,70.0,1,84,0.40476190476190477,0.5952380952380952,6.173086880952381,3.174576,9.008258,3.937311904761905e-07,3.937311904761905e-06,11041105.404761905,0.0,0.2976190476190476,0.5952380952380952
load5p0_speed3p0_fov70p0_seed3,3,5.0,3.0,70.0,2,84,1,0,2.4645401666666666,2.00071,3.731808,1.1026322964285714e-05,0.00011026322964285714,526160649.88095236,53846190.0,0.0,0.0
load5p0_speed3p0_fov70p0_seed3,3,5.0,3.0,70.0,3,84,1,0,2.7996456666666667,2.063966,4.730091,7.672176538095239e-06,7.672176538095238e-05,355151910.8333333,13017660.0,0.0,0.0
